SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
DHANBANK,EQ,37.0,38.1,36.3,37.15,36.95,37.05,907705,33882063.2,2017-06-28,2060,INE680A01011
DHANUKA,EQ,856.0,874.9,840.0,847.35,843.15,873.45,25775,21975073.1,2017-06-28,1319,INE435G01025
DHARSUGAR,EQ,25.6,26.75,25.5,25.95,26.15,26.0,18667,487827.1,2017-06-28,150,INE988C01014
DHFL,EQ,423.5,435.0,417.85,427.85,428.0,426.5,1953283,835465707.9,2017-06-28,20884,INE202B01012
DHFL,N6,1040.0,1049.0,1040.0,1040.11,1040.11,1045.84,238,249064.42,2017-06-28,7,INE202B07HP2
DHFL,N8,1090.0,1090.0,1090.0,1090.0,1090.0,1079.0,100,109000.0,2017-06-28,1,INE202B07HR8
DHFL,NC,1097.0,1097.0,1095.5,1095.5,1095.5,1096.5,1143,1252795.0,2017-06-28,10,INE202B07HV0
DHFL,NH,1166.0,1166.0,1080.0,1080.0,1080.0,1165.0,20,22460.0,2017-06-28,2,INE202B07IB0
DHFL,NN,1036.2,1036.2,1036.2,1036.2,1036.2,1073.0,80,82896.0,2017-06-28,1,INE202B07IM7
DHFL,NP,1089.15,1090.0,1084.06,1087.0,1087.0,1084.2,2319,2516636.9,2017-06-28,12,INE202B07IO3
DHUNINV,EQ,352.0,357.95,330.4,351.15,350.0,334.75,5379,1864434.05,2017-06-28,279,INE320L01011
DIAPOWER,EQ,27.2,28.0,26.25,27.35,27.5,27.45,74676,2052276.25,2017-06-28,535,INE989C01012
DICIND,EQ,528.1,539.0,524.0,535.15,538.9,536.55,12550,6646409.15,2017-06-28,363,INE303A01010
DIGJAMLTD,EQ,13.3,13.3,12.85,12.9,13.0,13.2,310786,4062393.1,2017-06-28,588,INE731U01010
DISHTV,EQ,75.1,76.85,74.7,75.45,75.55,74.65,5001919,377923001.8,2017-06-28,24932,INE836F01026
DIVISLAB,EQ,641.5,645.0,637.25,641.0,640.05,641.8,409519,262509208.7,2017-06-28,10539,INE361B01024
DLF,EQ,185.4,193.0,183.5,190.75,192.6,187.5,10683977,2013765370.1,2017-06-28,45910,INE271C01023
DLINKINDIA,EQ,97.7,98.25,96.0,96.9,96.75,96.6,119819,11587388.8,2017-06-28,2319,INE250K01012
DMART,EQ,802.4,822.9,797.0,818.05,820.65,804.6,842867,684763672.3,2017-06-28,23696,INE192R01011
DOLLAR,EQ,2020.0,2100.0,1990.5,2088.75,2072.0,2034.75,9436,19399273.2,2017-06-28,1769,INE325C01027
DOLPHINOFF,EQ,93.05,96.0,92.05,92.65,92.15,93.9,83405,7808060.55,2017-06-28,1542,INE920A01011
DONEAR,EQ,69.0,70.0,67.1,68.25,67.6,69.75,146314,9964518.2,2017-06-28,482,INE668D01028
DPL,EQ,80.8,83.9,78.5,82.6,81.5,81.5,12351,1004056.35,2017-06-28,197,INE477B01010
DPSCLTD,EQ,37.25,37.75,36.9,37.35,37.5,37.1,23023,859698.4,2017-06-28,44,INE360C01024
DQE,EQ,13.65,14.45,13.65,13.95,14.0,13.65,13176,183269.7,2017-06-28,72,INE656K01010
DREDGECORP,EQ,604.2,630.4,596.0,624.0,627.3,609.05,290939,179612327.05,2017-06-28,9879,INE506A01018
DRL,SM,39.9,39.9,39.9,39.9,39.9,39.0,3000,119700.0,2017-06-28,1,INE704V01015
DRREDDY,EQ,2631.0,2664.7,2625.15,2651.75,2648.0,2653.1,191968,508051841.4,2017-06-28,20324,INE089A01023
DSKULKARNI,BE,28.5,28.5,28.25,28.25,28.25,29.7,3936,111192.25,2017-06-28,39,INE891A01014
DSSL,EQ,19.95,20.75,19.75,19.75,19.75,20.75,735,14857.25,2017-06-28,11,INE417B01040
DTIL,EQ,299.25,302.3,293.0,301.8,302.05,296.5,1873,562508.5,2017-06-28,77,INE341R01014
DUCON,EQ,35.95,35.95,35.95,35.95,35.95,34.25,25289,909139.55,2017-06-28,58,INE741L01018
DWARKESH,EQ,411.0,424.25,405.3,418.85,418.1,412.45,143631,60108049.65,2017-06-28,3741,INE366A01033
DYNAMATECH,EQ,2400.05,2504.95,2326.05,2474.4,2465.0,2362.45,2218,5402492.7,2017-06-28,362,INE221B01012
EASTSILK,EQ,2.85,3.05,2.85,2.95,2.95,2.95,99318,299782.2,2017-06-28,65,INE962C01027
EASUNREYRL,EQ,27.85,28.25,26.75,27.0,26.75,27.1,4575,124970.2,2017-06-28,61,INE268C01029
ECEIND,EQ,237.05,238.05,230.0,234.55,235.0,230.1,1666,386993.3,2017-06-28,43,INE588B01014
ECLERX,EQ,1320.0,1320.0,1295.0,1301.05,1298.0,1317.65,5665,7406956.65,2017-06-28,755,INE738I01010
ECLFINANCE,N3,1045.0,1045.0,1045.0,1045.0,1045.0,1043.99,72,75240.0,2017-06-28,3,INE804I07SI2
EDELWEISS,EQ,185.95,192.0,181.1,188.85,189.15,185.95,1787762,336446785.05,2017-06-28,21642,INE532F01054
EDL,EQ,42.25,42.85,41.8,42.25,42.45,42.2,14622,619025.95,2017-06-28,326,INE180G01019
EDUCOMP,EQ,8.15,8.35,8.0,8.05,8.05,8.15,238687,1932513.8,2017-06-28,389,INE216H01027
EHFLNCD,N2,1075.41,1075.41,1075.41,1075.41,1075.41,1070.4,5,5377.05,2017-06-28,1,INE530L07186
EHFLNCD,N5,1067.99,1067.99,1067.99,1067.99,1067.99,1060.0,15,16019.85,2017-06-28,1,INE530L07210
EHFLNCD,N6,1140.0,1149.0,1140.0,1149.0,1149.0,1141.24,276,315877.5,2017-06-28,8,INE530L07228
EICHERMOT,EQ,26699.95,27310.0,26400.0,27224.85,27141.0,26661.05,43231,1166603838.9,2017-06-28,15615,INE066A01013
EIDPARRY,EQ,296.0,303.0,294.0,296.55,296.7,297.8,186861,55845664.6,2017-06-28,2625,INE126A01031
EIFFL,SM,104.75,105.0,104.75,104.9,104.8,104.65,9600,1006400.0,2017-06-28,6,INE546V01010
EIHAHOTELS,EQ,357.1,357.1,343.25,353.1,356.0,343.35,1920,680993.75,2017-06-28,35,INE276C01014
EIHOTEL,EQ,136.5,137.8,133.6,136.85,137.0,136.95,64648,8838878.05,2017-06-28,467,INE230A01023
EIMCOELECO,EQ,596.1,614.95,580.65,587.25,581.0,599.7,3698,2192461.65,2017-06-28,223,INE158B01016
EKC,EQ,32.5,33.5,32.3,32.65,32.65,32.55,83120,2731361.9,2017-06-28,552,INE184H01027
ELAND,EQ,21.0,22.95,20.65,22.0,22.15,21.45,40983,897232.15,2017-06-28,247,INE311H01018
ELECON,EQ,56.1,56.65,55.1,56.05,56.1,56.1,81139,4552380.65,2017-06-28,995,INE205B01023
ELECTCAST,EQ,29.1,29.55,28.7,29.15,29.05,29.25,383722,11176194.05,2017-06-28,1088,INE086A01029
ELECTHERM,BE,234.2,249.9,232.0,238.55,235.5,238.65,1854,445489.3,2017-06-28,38,INE822G01016
ELGIEQUIP,EQ,237.65,240.45,234.0,235.65,234.0,237.7,51214,12140951.5,2017-06-28,485,INE285A01027
ELGIRUBCO,EQ,44.25,45.0,43.6,44.65,45.0,44.4,26705,1183169.7,2017-06-28,150,INE819L01012
EMAMIINFRA,EQ,134.15,140.15,131.0,140.15,140.15,133.5,188606,26232476.3,2017-06-28,941,INE778K01012
EMAMILTD,EQ,1070.0,1075.4,1055.0,1060.3,1063.0,1073.85,91430,97504830.75,2017-06-28,5324,INE548C01032
EMCO,EQ,23.55,23.7,23.05,23.2,23.3,23.65,85543,1998659.8,2017-06-28,352,INE078A01026
EMKAY,BE,145.35,154.0,145.35,153.45,154.0,151.45,30391,4619602.35,2017-06-28,195,INE296H01011
EMMBI,EQ,186.05,186.25,180.5,183.35,186.0,186.2,10721,1971703.05,2017-06-28,680,INE753K01015
ENDURANCE,EQ,885.0,895.6,871.35,887.05,887.3,889.85,100918,89369536.65,2017-06-28,7219,INE913H01037
ENERGYDEV,EQ,30.9,30.9,28.85,29.15,29.1,30.35,255807,7421046.6,2017-06-28,689,INE306C01019
ENGINERSIN,EQ,153.75,154.4,152.55,153.15,153.0,154.35,2068662,317453467.75,2017-06-28,14355,INE510A01028
ENIL,EQ,890.5,915.0,872.05,906.5,909.1,887.7,7620,6804754.6,2017-06-28,535,INE265F01028
EON,BE,77.7,77.7,74.05,75.3,76.25,75.5,9228,696096.3,2017-06-28,86,INE076H01025
EQUITAS,EQ,151.4,151.6,147.65,149.1,148.9,150.95,1085772,162149528.45,2017-06-28,9477,INE988K01017
EROSMEDIA,EQ,214.05,220.25,211.75,215.3,215.45,215.4,485646,105415640.85,2017-06-28,7817,INE416L01017
ESABINDIA,EQ,610.6,614.95,604.45,611.6,608.05,606.2,3379,2061326.1,2017-06-28,50,INE284A01012
ESCORTS,EQ,644.9,658.8,635.0,654.55,655.3,650.7,1791112,1162321543.3,2017-06-28,32893,INE042A01014
ESL,EQ,4.15,4.35,4.1,4.3,4.3,4.1,1632273,6923365.45,2017-06-28,641,INE481K01013
ESSARSHPNG,EQ,29.2,29.65,28.8,29.0,29.0,29.35,71403,2080123.1,2017-06-28,236,INE122M01019
ESSDEE,EQ,41.0,42.5,41.0,41.55,41.9,41.85,10673,446844.05,2017-06-28,97,INE825H01017
ESSELPACK,EQ,240.0,244.7,240.0,241.95,240.3,238.7,11558,2793691.25,2017-06-28,489,INE255A01020
ESTER,EQ,37.4,37.9,36.35,37.0,36.95,36.2,19966,734061.4,2017-06-28,208,INE778B01029
EUROCERA,BE,8.55,9.15,8.45,8.6,8.65,8.85,11915,102364.0,2017-06-28,20,INE649H01011
EUROMULTI,BE,3.3,3.45,3.3,3.45,3.45,3.3,36478,124013.1,2017-06-28,46,INE063J01011
EUROTEXIND,EQ,42.1,43.65,39.3,41.0,41.0,41.2,812,33118.65,2017-06-28,38,INE022C01012
EVEREADY,EQ,342.2,348.25,334.2,345.95,344.1,339.9,109142,37252846.65,2017-06-28,1983,INE128A01029
EVERESTIND,EQ,350.5,359.8,342.35,344.3,346.4,351.65,104294,36560423.2,2017-06-28,2567,INE295A01018
EXCEL,EQ,55.0,56.0,50.15,51.4,50.5,53.75,475784,25376330.0,2017-06-28,3503,INE688J01015
EXCELCROP,EQ,1752.4,1810.0,1735.0,1773.4,1782.0,1728.75,886,1579201.2,2017-06-28,185,INE223G01017
EXCELINDUS,EQ,352.95,352.95,341.15,347.4,348.0,349.15,4353,1515660.05,2017-06-28,157,INE369A01029
EXIDEIND,EQ,211.0,217.65,208.75,216.8,217.65,212.75,1824125,389993884.35,2017-06-28,22500,INE302A01020
FACT,BE,41.5,41.9,40.55,40.8,40.6,41.15,17491,720792.9,2017-06-28,138,INE188A01015
FAGBEARING,EQ,4507.9,4543.95,4483.1,4499.65,4500.0,4507.9,2755,12435582.9,2017-06-28,272,INE513A01014
FAIRCHEM,EQ,486.0,494.9,446.6,471.3,475.0,484.15,3181,1513497.0,2017-06-28,183,INE959A01019
FCL,EQ,30.5,31.2,30.2,30.85,31.0,30.4,68376,2101778.95,2017-06-28,395,INE045J01026
FCONSUMER,EQ,30.7,30.95,30.0,30.3,30.05,30.75,1227153,37381118.6,2017-06-28,2825,INE220J01025
FCSSOFT,EQ,0.25,0.25,0.2,0.25,0.25,0.2,259393,58205.75,2017-06-28,80,INE512B01022
FDC,EQ,183.6,183.6,180.0,181.25,180.55,184.1,14464,2628357.8,2017-06-28,429,INE258B01022
FEDDERELEC,EQ,69.3,69.55,68.45,68.8,68.55,69.3,30147,2074016.0,2017-06-28,404,INE249C01011
FEDERALBNK,EQ,112.5,113.4,111.05,111.95,111.8,112.6,11606357,1301177854.4,2017-06-28,32301,INE171A01029
FEL,EQ,31.15,33.0,31.0,31.95,32.0,31.4,645163,20815968.9,2017-06-28,2089,INE623B01027
FELDVR,EQ,28.1,29.0,28.05,28.25,28.15,28.2,7948,226279.95,2017-06-28,76,IN9623B01058
FIEMIND,EQ,884.2,884.25,874.0,876.55,875.1,880.15,13037,11453903.45,2017-06-28,805,INE737H01014
FILATEX,EQ,140.5,143.45,138.1,139.1,138.25,141.95,123917,17310407.0,2017-06-28,587,INE816B01019
FINCABLES,EQ,474.05,478.45,465.05,467.5,465.55,476.85,67490,31713726.45,2017-06-28,2802,INE235A01022
FINPIPE,EQ,603.7,609.0,601.05,601.95,601.7,601.4,32532,19638505.15,2017-06-28,911,INE183A01016
FLEXITUFF,EQ,117.25,119.0,117.1,118.4,118.2,119.2,2091,247554.3,2017-06-28,1048,INE060J01017
FLFL,EQ,296.0,309.45,295.95,304.2,301.0,299.9,79973,24327620.55,2017-06-28,2953,INE452O01016
FMGOETZE,EQ,551.0,567.95,543.3,553.9,550.0,556.0,4825,2683256.8,2017-06-28,709,INE529A01010
FMNL,EQ,70.0,71.95,68.5,70.75,70.75,69.5,23340,1644571.3,2017-06-28,129,INE360L01017
FORTIS,EQ,166.65,171.85,165.5,167.0,167.45,165.25,9996688,1687072869.9,2017-06-28,45395,INE061F01013
FORTIS,IL,168.5,170.0,168.5,169.0,0.0,108.0,3188905,538924945.0,2017-06-28,31,INE061F01013
FOSECOIND,EQ,1356.0,1376.9,1356.0,1356.8,1356.0,1356.1,201,272945.9,2017-06-28,54,INE519A01011
FOURTHDIM,SM,53.1,67.2,53.0,66.15,67.2,56.0,224000,14434100.0,2017-06-28,72,INE382T01014
FRETAIL,EQ,356.0,388.95,350.0,363.95,365.8,354.95,691504,257478994.8,2017-06-28,23786,INE752P01024
FSL,EQ,31.6,32.65,31.5,32.05,32.25,31.75,1132131,36217091.75,2017-06-28,2966,INE684F01012
GABRIEL,EQ,148.05,150.0,146.15,146.65,146.4,149.9,80819,11940525.75,2017-06-28,1295,INE524A01029
GAEL,EQ,124.05,125.8,122.0,122.7,123.0,125.2,46191,5723910.1,2017-06-28,799,INE036B01022
GAIL,EQ,362.4,367.5,355.1,356.05,355.8,359.7,3167738,1142051460.75,2017-06-28,44900,INE129A01019
GAL,EQ,6.75,7.4,6.65,6.85,6.85,6.8,204185,1440817.95,2017-06-28,226,INE482J01021
GALLANTT,EQ,40.0,40.75,39.4,40.35,40.15,40.35,63358,2575354.4,2017-06-28,127,INE297H01019
GALLISPAT,EQ,204.35,210.0,202.3,207.55,210.0,202.15,3284,677873.6,2017-06-28,93,INE528K01011
GAMMNINFRA,EQ,4.05,4.15,3.9,3.95,3.95,4.0,599037,2407142.3,2017-06-28,391,INE181G01025
GAMMONIND,EQ,9.0,9.4,9.0,9.05,9.05,9.05,464274,4221423.55,2017-06-28,2275,INE259B01020
GANDHITUBE,EQ,325.9,333.7,324.6,327.75,327.1,329.7,1796,588995.6,2017-06-28,99,INE524B01027
GANECOS,EQ,358.55,358.55,345.0,347.7,346.3,354.85,9575,3344265.1,2017-06-28,312,INE845D01014
GANESHHOUC,EQ,109.1,109.1,105.6,107.45,107.15,109.3,48176,5176984.25,2017-06-28,783,INE460C01014
GARDENSILK,EQ,29.6,30.0,28.4,29.3,29.55,28.6,50607,1491691.3,2017-06-28,416,INE526A01016
GARWALLROP,EQ,815.2,828.7,801.0,817.55,823.0,820.35,21210,17264139.3,2017-06-28,1985,INE276A01018
GATI,EQ,126.3,128.95,125.2,127.9,128.0,125.85,718231,91376988.1,2017-06-28,8021,INE152B01027
GAYAPROJ,EQ,157.65,161.8,155.2,160.15,159.95,158.45,39161,6216939.1,2017-06-28,912,INE336H01023
GDL,EQ,255.05,261.2,255.05,258.05,258.05,258.8,51745,13343869.35,2017-06-28,3508,INE852F01015
GEECEE,EQ,126.1,127.9,125.5,126.15,126.0,126.65,8266,1046234.85,2017-06-28,153,INE916G01016
GEMINI,BE,1.45,1.45,1.45,1.45,1.45,1.45,1,1.45,2017-06-28,1,INE878C01033
GENESYS,EQ,199.0,215.4,194.3,212.8,213.15,198.95,405956,84004329.5,2017-06-28,6116,INE727B01026
GENUSPAPER,EQ,5.1,5.15,5.05,5.1,5.1,5.05,54136,276309.45,2017-06-28,84,INE949P01018
GENUSPOWER,EQ,46.15,48.0,45.9,47.0,47.0,47.35,192597,9037338.15,2017-06-28,1042,INE955D01029
GEOJITFSL,EQ,98.45,98.45,95.95,97.05,97.0,98.45,311287,30187317.65,2017-06-28,2804,INE007B01023
GEPIL,EQ,623.7,623.7,604.85,614.2,621.5,618.05,8167,5009479.0,2017-06-28,771,INE878A01011
GESHIP,EQ,398.9,398.9,394.55,396.15,397.45,397.75,56301,22332126.2,2017-06-28,6044,INE017A01032
GET&D,EQ,340.8,344.45,333.6,337.7,339.0,340.6,37473,12728009.25,2017-06-28,1964,INE200A01026
GHCL,EQ,225.25,232.9,224.6,230.75,230.7,225.4,99456,22732050.35,2017-06-28,1872,INE539A01019
GICHSGFIN,EQ,547.95,576.55,541.3,573.4,574.0,552.65,274199,155001776.2,2017-06-28,8070,INE289B01019
GILLANDERS,EQ,66.9,66.95,64.7,65.3,64.7,65.95,12568,833049.4,2017-06-28,30,INE047B01011
GILLETTE,EQ,4901.1,4918.7,4870.0,4902.5,4900.0,4906.15,2884,14129278.6,2017-06-28,565,INE322A01010
GINNIFILA,EQ,54.0,63.95,52.65,62.4,62.15,54.25,2546756,152739472.4,2017-06-28,13778,INE424C01010
GIPCL,EQ,110.55,113.5,109.4,111.8,112.5,110.05,226751,25409081.35,2017-06-28,2064,INE162A01010
GITANJALI,EQ,61.2,62.2,60.65,61.55,61.8,61.25,181308,11154090.55,2017-06-28,1574,INE346H01014
GKWLIMITED,EQ,432.0,432.0,418.0,421.05,421.05,420.0,60,25497.5,2017-06-28,12,INE528A01020
GLAXO,EQ,2443.0,2478.9,2432.0,2464.3,2466.8,2475.5,11798,28927288.55,2017-06-28,1556,INE159A01016
GLENMARK,EQ,628.0,633.0,627.15,629.65,629.1,627.9,455621,286953707.6,2017-06-28,8434,INE935A01035
GLOBALVECT,EQ,147.15,166.4,146.55,161.7,162.0,149.05,390982,62833191.2,2017-06-28,5963,INE792H01019
GLOBE,SM,51.0,52.5,50.7,52.0,52.45,50.85,186000,9574200.0,2017-06-28,83,INE581X01013
GLOBOFFS,EQ,33.05,34.2,33.05,33.65,33.8,33.05,34893,1175098.35,2017-06-28,245,INE446C01013
GLOBUSSPR,EQ,68.9,70.95,67.45,68.75,68.55,69.15,75407,5231906.45,2017-06-28,828,INE615I01010
GMBREW,EQ,421.4,437.9,421.4,425.8,425.85,426.1,14717,6313399.05,2017-06-28,746,INE075D01018
GMDCLTD,EQ,137.55,146.9,136.0,145.45,146.8,137.4,726325,103578700.45,2017-06-28,10804,INE131A01031
GMRINFRA,EQ,19.2,20.45,18.8,19.3,19.45,19.25,64165663,1260525287.35,2017-06-28,32237,INE776C01039
GNA,EQ,229.0,236.0,227.15,231.2,231.75,230.95,35674,8269096.4,2017-06-28,1060,INE934S01014
GNFC,EQ,261.7,268.65,259.2,266.5,268.65,262.6,435920,114972196.75,2017-06-28,7933,INE113A01013
GOACARBON,EQ,229.9,254.55,225.6,250.15,254.55,231.45,1773362,431165539.35,2017-06-28,27038,INE426D01013
GOCLCORP,EQ,394.05,412.0,390.2,409.05,409.9,394.45,7264,2936507.85,2017-06-28,321,INE077F01035
GODFRYPHLP,EQ,1220.0,1257.95,1192.0,1222.95,1225.9,1219.4,202975,249567751.9,2017-06-28,9559,INE260B01028
GODREJCP,EQ,974.95,974.95,936.0,939.1,940.0,968.75,633717,600130554.7,2017-06-28,23563,INE102D01028
GODREJIND,EQ,624.0,624.0,609.4,618.2,616.95,619.3,345726,213321725.15,2017-06-28,9027,INE233A01035
GODREJPROP,EQ,512.65,518.0,506.0,509.25,508.1,515.0,174772,89231544.55,2017-06-28,13149,INE484J01027
GOENKA,BZ,0.35,0.45,0.35,0.4,0.4,0.4,6341,2851.25,2017-06-28,7,INE516K01024
GOKEX,EQ,82.15,83.45,81.4,81.55,81.5,82.55,60768,4997863.75,2017-06-28,408,INE887G01027
GOKUL,EQ,26.85,26.85,25.8,26.05,26.0,26.65,13290,348479.1,2017-06-28,66,INE020J01029
GOKULAGRO,EQ,28.5,30.3,27.5,28.05,28.0,28.25,24973,697576.85,2017-06-28,209,INE314T01025
GOLDBEES,EQ,2620.0,2620.0,2595.75,2599.2,2598.0,2607.55,12338,32086516.1,2017-06-28,1257,INF732E01102
GOLDENTOBC,BE,61.0,61.0,60.9,60.9,60.9,64.1,225,13719.5,2017-06-28,5,INE973A01010
GOLDIAM,EQ,81.0,82.5,80.75,82.45,82.5,81.3,4550,372938.4,2017-06-28,82,INE025B01017
GOLDINFRA,EQ,63.5,63.75,63.2,63.2,63.2,66.5,20623,1306234.3,2017-06-28,85,INE260D01016